address,c_b_no,Borough,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
660 EAST FORDHAM ROAD,NA,BRONX,40.858083,-73.883067,0.9,range_interpolation,660,E Fordham Rd,,,Bronx,NY,Bronx County,10458,US,TIGER/Line® dataset from the US Census Bureau
661 MANIDA STREET,202,BRONX,40.81339,-73.887862,0.9,range_interpolation,661,Manida St,,,Bronx,NY,Bronx County,10474,US,TIGER/Line® dataset from the US Census Bureau
664 KOSCIUSZKO STREET,304,BROOKLYN,40.694461,-73.927419,0.9,range_interpolation,664,Kosciuszko St,,,Brooklyn,NY,Kings County,11221,US,TIGER/Line® dataset from the US Census Bureau
664 KOSCIUSZKO STREET,304,BROOKLYN,40.694461,-73.927419,0.9,range_interpolation,664,Kosciuszko St,,,Brooklyn,NY,Kings County,11221,US,TIGER/Line® dataset from the US Census Bureau
665 5 AVENUE,105,MANHATTAN,40.760109,-73.975941,1,range_interpolation,665,5th Ave,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
665 5 AVENUE,105,MANHATTAN,40.760109,-73.975941,1,range_interpolation,665,5th Ave,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
665 FIFTH AVENUE,105,MANHATTAN,40.760109,-73.975941,1,range_interpolation,665,5th Ave,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
666 MINNIEFORD AVENUE,210,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
669 ST MARKS AVENUE,308,BROOKLYN,40.675396,-73.950911,0.9,rooftop,669,St Marks Ave,,,Brooklyn,NY,Kings County,11216,US,City of New York
6691 BROADWAY,208,BRONX,40.775889,-73.982008,0.7,street_center,,Broadway,,,New York,NY,New York County,10023,US,TIGER/Line® dataset from the US Census Bureau
67 BUSHWICK AVENUE,301,BROOKLYN,40.725492,-73.98375,0.77,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
670 UNION STREET,306,BROOKLYN,40.67664,-73.981425,0.7,rooftop,670,Union St,,,Brooklyn,NY,Kings County,11215,US,City of New York
671 TINTON AVENUE,201,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
673 HART STREET,304,BROOKLYN,40.698793,-73.926051,0.9,range_interpolation,673,Hart St,,,Brooklyn,NY,Kings County,11221,US,TIGER/Line® dataset from the US Census Bureau
675 EAST   32 STREET,317,BROOKLYN,40.745324,-73.981738,0.7,street_center,,E 32nd St,,,New York,NY,New York County,10016,US,TIGER/Line® dataset from the US Census Bureau
676 CENTRAL AVENUE,304,BROOKLYN,40.689752,-74.018153,0.7,street_center,,Central Ave,,,New York,NY,New York County,10004,US,TIGER/Line® dataset from the US Census Bureau
676 MYRTLE AVENUE,NA,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
679 EVERGREEN AVENUE,304,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
679 MARCY AVENUE,303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
679 MARCY AVENUE,303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
679 MARCY AVENUE,303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
679 VAN SINDEREN AVENUE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
679 VAN SINDEREN AVENUE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
68 CLINTON AVENUE,302,BROOKLYN,40.719289,-73.984858,0.95,rooftop,68,Clinton St,,,New York,NY,New York County,10002,US,City of New York
68 COMMERCIAL STREET,301,BROOKLYN,40.736854,-73.95745,0.9,range_interpolation,68,Commercial St,,,Brooklyn,NY,Kings County,11222,US,TIGER/Line® dataset from the US Census Bureau
68 NORTH HENRY STREET,301,BROOKLYN,40.712944,-73.994241,1,rooftop,68,Henry St,,,New York,NY,New York County,10002,US,City of New York
68 SPRING STREET,102,MANHATTAN,40.722382,-73.997551,1,rooftop,68,Spring St,,,New York,NY,New York County,10012,US,City of New York
68 WEST  119 STREET,110,MANHATTAN,40.808408,-73.958913,1,range_interpolation,68,W 119th St,,,New York,NY,New York County,10026,US,TIGER/Line® dataset from the US Census Bureau
68 WEST  119 STREET,308,MANHATTAN,40.808408,-73.958913,1,range_interpolation,68,W 119th St,,,New York,NY,New York County,10026,US,TIGER/Line® dataset from the US Census Bureau
68-19 WOODHAVEN BOULEVARD,406,QUEENS,40.714798,-73.859482,0.8,nearest_rooftop_match,68-27,Woodhaven Blvd,,,Rego Park,NY,Queens County,11374,US,City of New York
68-19 WOODHAVEN BOULEVARD,406,QUEENS,40.714798,-73.859482,0.8,nearest_rooftop_match,68-27,Woodhaven Blvd,,,Rego Park,NY,Queens County,11374,US,City of New York
681 FLUSHING AVENUE,301,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
6818 8 AVENUE,310,BROOKLYN,40.766985,-73.982557,0.7,street_center,,8th Ave,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
682 SUTTER AVENUE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
683 COURT STREET,306,BROOKLYN,40.668876,-74.003238,0.9,range_interpolation,683,Court St,,,Brooklyn,NY,Kings County,11231,US,TIGER/Line® dataset from the US Census Bureau
684 DEAN STREET,308,BROOKLYN,40.715754,-74.006856,0.7,street_center,,Duane St,,,New York,NY,New York County,10007,US,TIGER/Line® dataset from the US Census Bureau
686 LEXINGTON AVENUE,105,MANHATTAN,40.760595,-73.969607,1,range_interpolation,686,Lexington Ave,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
686 LEXINGTON AVENUE,105,MANHATTAN,40.760595,-73.969607,1,range_interpolation,686,Lexington Ave,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
687 EAST  170 STREET,203,BRONX,40.843446,-73.940761,0.9,range_interpolation,687,W 170th St,,,New York,NY,New York County,10032,US,TIGER/Line® dataset from the US Census Bureau
687 FLUSHING AVENUE,301,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
687A HANCOCK STREET,303,BROOKLYN,40.810992,-73.954287,1,range_interpolation,687,Hancock Pl,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
688 6 AVENUE,307,BROOKLYN,40.741976,-73.99337,1,range_interpolation,688,6th Ave,,,New York,NY,New York County,10010,US,TIGER/Line® dataset from the US Census Bureau
688 6 AVENUE,307,BROOKLYN,40.741976,-73.99337,1,range_interpolation,688,6th Ave,,,New York,NY,New York County,10010,US,TIGER/Line® dataset from the US Census Bureau
688 JEFFERSON AVENUE,303,BROOKLYN,40.685463,-73.93043,0.9,range_interpolation,688,Jefferson Ave,,,Brooklyn,NY,Kings County,11221,US,TIGER/Line® dataset from the US Census Bureau
69 HOPE STREET,301,BROOKLYN,40.713274,-73.955843,0.9,range_interpolation,69,Hope St,,,Brooklyn,NY,Kings County,11211,US,TIGER/Line® dataset from the US Census Bureau
69 SOUTH    8 STREET,301,BROOKLYN,40.730898,-73.992868,0.9,rooftop,69,E 8th St,,,New York,NY,New York County,10003,US,City of New York
695 LENOX AVENUE,110,MANHATTAN,40.819901,-73.936819,1,range_interpolation,695,Lenox Ave,,,New York,NY,New York County,10039,US,TIGER/Line® dataset from the US Census Bureau
699 EAST    6 STREET,103,MANHATTAN,40.723635,-73.979778,1,range_interpolation,699,E 6th St,,,New York,NY,New York County,10009,US,TIGER/Line® dataset from the US Census Bureau
699 EASTERN PARKWAY,308,BROOKLYN,40.669713,-73.945719,0.9,range_interpolation,699,Eastern Pkwy,,,Brooklyn,NY,Kings County,11213,US,TIGER/Line® dataset from the US Census Bureau
699 JEFFERSON AVENUE,303,BROOKLYN,40.685728,-73.930682,0.9,range_interpolation,699,Jefferson Ave,,,Brooklyn,NY,Kings County,11221,US,TIGER/Line® dataset from the US Census Bureau
7 PLATT STREET,101,MANHATTAN,40.70749,-74.00603,1,range_interpolation,7,Platt St,,,New York,NY,New York County,10038,US,TIGER/Line® dataset from the US Census Bureau
7 WEST 29 STREET,105,MANHATTAN,40.745602,-73.987078,1,range_interpolation,7,W 29th St,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
7 WHIPPLE STREET,301,BROOKLYN,40.700387,-73.946321,0.9,rooftop,7,Whipple St,,,Brooklyn,NY,Kings County,11206,US,City of New York
70 20 STREET,307,BROOKLYN,40.740503,-73.992745,0.9,range_interpolation,70,W 20th St,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
70-50 QUEENS BOULEVARD,402,QUEENS,40.761702,-73.673798,0.75,range_interpolation,70,Queens Ln,,,New Hyde Park,NY,Nassau County,11040,US,TIGER/Line® dataset from the US Census Bureau
700 3 AVENUE,307,BROOKLYN,40.752018,-73.973764,1,rooftop,700,3rd Ave,,,New York,NY,New York County,10017,US,City of New York
702 BEACH AVENUE,209,BRONX,40.819191,-73.863251,0.9,range_interpolation,702,Beach Ave,,,Bronx,NY,Bronx County,10473,US,TIGER/Line® dataset from the US Census Bureau
702 EAST 134 STREET,201,BRONX,40.820393,-73.958123,0.74,nearest_rooftop_match,640,W 134th St,,,New York,NY,New York County,10031,US,City of New York
703 PROSPECT PLACE,308,BROOKLYN,40.674631,-73.953361,0.9,range_interpolation,703,Prospect Pl,,,Brooklyn,NY,Kings County,11216,US,TIGER/Line® dataset from the US Census Bureau
707 CONCOURSE VILLAGE WEST,204,BRONX,40.822461,-73.923811,0.9,range_interpolation,707,Concourse Vlg W,,,Bronx,NY,Bronx County,10451,US,TIGER/Line® dataset from the US Census Bureau
709 EAST 216 STREET,212,BRONX,40.869704,-73.913619,0.6,street_center,,W 216th St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
71  1/2 QUINCY STREET,303,BROOKLYN,40.725476,-73.98707,0.8,rooftop,71,1st Ave,Apt,2,New York,NY,New York County,10003,US,City of New York
71 GATEWAY DRIVE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
71 PRINCE STREET,302,BROOKLYN,40.724082,-73.997005,1,range_interpolation,71,Prince St,,,New York,NY,New York County,10012,US,TIGER/Line® dataset from the US Census Bureau
71 QUINCY STREET,303,BROOKLYN,40.685926,-73.95858,0.9,range_interpolation,71,Quincy St,,,Brooklyn,NY,Kings County,11238,US,TIGER/Line® dataset from the US Census Bureau
71 QUINCY STREET,303,BROOKLYN,40.685926,-73.95858,0.9,range_interpolation,71,Quincy St,,,Brooklyn,NY,Kings County,11238,US,TIGER/Line® dataset from the US Census Bureau
71 QUINCY STREET,303,BROOKLYN,40.685926,-73.95858,0.9,range_interpolation,71,Quincy St,,,Brooklyn,NY,Kings County,11238,US,TIGER/Line® dataset from the US Census Bureau
71 QUINCY STREET,303,BROOKLYN,40.685926,-73.95858,0.9,range_interpolation,71,Quincy St,,,Brooklyn,NY,Kings County,11238,US,TIGER/Line® dataset from the US Census Bureau
71 QUINCY STREET,303,BROOKLYN,40.685926,-73.95858,0.9,range_interpolation,71,Quincy St,,,Brooklyn,NY,Kings County,11238,US,TIGER/Line® dataset from the US Census Bureau
71 WEST  205 STREET,207,BRONX,40.862344,-73.917401,0.7,street_center,,W 205th St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
71-82 PARSONS BOULEVARD,408,QUEENS,40.717866,-73.808153,0.8,nearest_rooftop_match,82-17,Parsons Blvd,,,Jamaica,NY,Queens County,11432,US,City of New York
711 FRANKLIN AVENUE,308,BROOKLYN,40.674305,-73.956745,0.9,range_interpolation,711,Franklin Ave,,,Brooklyn,NY,Kings County,11238,US,TIGER/Line® dataset from the US Census Bureau
712 EAST 187 STREET,206,BRONX,40.854328,-73.934466,0.9,rooftop,712,W 187th St,,,New York,NY,New York County,10033,US,City of New York
7121 13 AVENUE,310,BROOKLYN,40.739117,-74.003454,0.6,street_center,,W 13th St,,,New York,NY,New York County,10014,US,TIGER/Line® dataset from the US Census Bureau
714 39 STREET,NA,BROOKLYN,40.754861,-73.989338,0.6,street_center,,W 39th St,,,New York,NY,New York County,10018,US,TIGER/Line® dataset from the US Census Bureau
715 EAST  212 STREET,212,BRONX,40.867927,-73.917408,0.6,street_center,,W 212th St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
716 EAST  224 STREET,212,BRONX,40.886811,-73.860565,0.9,range_interpolation,716,E 224th St,,,Bronx,NY,Bronx County,10466,US,TIGER/Line® dataset from the US Census Bureau
717 BARTHOLDI STREET,NA,BRONX,40.874071,-73.866386,0.9,range_interpolation,717,Bartholdi St,,,Bronx,NY,Bronx County,10467,US,TIGER/Line® dataset from the US Census Bureau
718 BUSHWICK AVENUE,304,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
72 CATON PLACE,307,BROOKLYN,40.649866,-73.972946,0.9,range_interpolation,72,Caton Pl,,,Brooklyn,NY,Kings County,11218,US,TIGER/Line® dataset from the US Census Bureau
72-08 MYRTLE AVENUE,405,QUEENS,40.725492,-73.98375,0.88,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
72-11 ROOSEVELT AVENUE,403,QUEENS,40.725492,-73.98375,0.88,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
722 COURT STREET,306,BROOKLYN,40.668624,-74.003331,0.9,range_interpolation,722,Court St,,,Brooklyn,NY,Kings County,11231,US,TIGER/Line® dataset from the US Census Bureau
722 HINSDALE STREET,305,BROOKLYN,40.656965,-73.897023,0.9,rooftop,722,Hinsdale St,,,Brooklyn,NY,Kings County,11207,US,City of New York
722 ST LAWRENCE AVENUE,209,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
724 8 AVENUE,105,MANHATTAN,40.759014,-73.988391,1,range_interpolation,724,8th Ave,,,New York,NY,New York County,10036,US,TIGER/Line® dataset from the US Census Bureau
724 ELTON AVENUE,201,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
725 58 STREET,307,BROOKLYN,40.767384,-73.981892,0.6,street_center,,W 58th St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
726 8 AVENUE,105,MANHATTAN,40.759143,-73.988231,1,range_interpolation,726,8th Ave,,,New York,NY,New York County,10036,US,TIGER/Line® dataset from the US Census Bureau
727 DEKALB AVENUE,303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
728 AUTUMN AVENUE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
728 PROSPECT PLACE,308,BROOKLYN,40.674584,-73.952454,0.9,range_interpolation,728,Prospect Pl,,,Brooklyn,NY,Kings County,11216,US,TIGER/Line® dataset from the US Census Bureau
728 PROSPECT PLACE,308,BROOKLYN,40.674584,-73.952454,0.9,range_interpolation,728,Prospect Pl,,,Brooklyn,NY,Kings County,11216,US,TIGER/Line® dataset from the US Census Bureau
729 EAST  216 STREET,212,BRONX,40.869704,-73.913619,0.6,street_center,,W 216th St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
730 HICKS STREET,306,BROOKLYN,40.677205,-74.004455,0.9,range_interpolation,730,Hicks St,,,Brooklyn,NY,Kings County,11231,US,TIGER/Line® dataset from the US Census Bureau
733 58 STREET,307,BROOKLYN,40.767384,-73.981892,0.6,street_center,,W 58th St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
733 58 STREET,307,BROOKLYN,40.767384,-73.981892,0.6,street_center,,W 58th St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
737 PARK PLACE,308,BROOKLYN,40.770453,-73.963988,0.95,rooftop,737,Park Ave,,,New York,NY,New York County,10021,US,City of New York
738 5 AVENUE,307,BROOKLYN,40.762971,-73.974255,1,range_interpolation,738,5th Ave,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
738 5 AVENUE,307,BROOKLYN,40.762971,-73.974255,1,range_interpolation,738,5th Ave,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
74 DIAMOND STREET,301,BROOKLYN,40.72529,-73.946487,0.9,range_interpolation,74,Diamond St,,,Brooklyn,NY,Kings County,11222,US,TIGER/Line® dataset from the US Census Bureau
74 DIAMOND STREET,301,BROOKLYN,40.72529,-73.946487,0.9,range_interpolation,74,Diamond St,,,Brooklyn,NY,Kings County,11222,US,TIGER/Line® dataset from the US Census Bureau
74 GANSEVOORT STREET,102,MANHATTAN,40.739224,-74.007659,1,range_interpolation,74,Gansevoort St,,,New York,NY,New York County,10014,US,TIGER/Line® dataset from the US Census Bureau
74 JACKSON STREET,NA,BROOKLYN,40.711886,-73.980528,1,range_interpolation,74,Jackson St,,,New York,NY,New York County,10002,US,TIGER/Line® dataset from the US Census Bureau
74 NORTH    1 STREET,301,BROOKLYN,40.723407,-73.988952,0.9,range_interpolation,74,E 1st St,,,New York,NY,New York County,10009,US,TIGER/Line® dataset from the US Census Bureau
74 PALMETTO STREET,304,BROOKLYN,40.691193,-73.919031,0.9,rooftop,74,Palmetto St,,,Brooklyn,NY,Kings County,11221,US,City of New York
74 SOUTH 2 STREET,301,BROOKLYN,40.724374,-73.989019,0.9,range_interpolation,74,E 2nd St,,,New York,NY,New York County,10003,US,TIGER/Line® dataset from the US Census Bureau
74-02 GRAND AVENUE,405,QUEENS,40.721975,-74.002726,0.85,nearest_rooftop_match,74,Grand St,,,New York,NY,New York County,10013,US,City of New York
740 3 AVENUE,307,BROOKLYN,40.753515,-73.972651,1,range_interpolation,740,3rd Ave,,,New York,NY,New York County,10017,US,TIGER/Line® dataset from the US Census Bureau
740 EAST  137 STREET,201,BRONX,40.817332,-73.943758,0.6,street_center,,W 137th St,,,New York,NY,New York County,10030,US,TIGER/Line® dataset from the US Census Bureau
740 EAST 137 STREET,201,BRONX,40.817332,-73.943758,0.6,street_center,,W 137th St,,,New York,NY,New York County,10030,US,TIGER/Line® dataset from the US Census Bureau
741 CONCOURSE VILLAGE WEST,204,BRONX,40.822939,-73.92359,0.9,range_interpolation,741,Concourse Vlg W,,,Bronx,NY,Bronx County,10451,US,TIGER/Line® dataset from the US Census Bureau
743 WHITTIER STREET,202,BRONX,40.815953,-73.883774,0.9,range_interpolation,743,Whittier St,,,Bronx,NY,Bronx County,10474,US,TIGER/Line® dataset from the US Census Bureau
747 ROSEDALE AVENUE,209,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
749 53 STREET,307,BROOKLYN,40.763899,-73.983471,0.6,street_center,,W 53rd St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
749 BANK STREET,318,BROOKLYN,40.655018,-73.899365,0.74,nearest_rooftop_match,810,Bank St,,,Brooklyn,NY,Kings County,11236,US,City of New York
75 CANAL STREET WEST,201,BRONX,40.715317,-73.992868,1,rooftop,75,Canal St,,,New York,NY,New York County,10002,US,City of New York
75 CANAL STREET WEST,201,BRONX,40.715317,-73.992868,1,rooftop,75,Canal St,,,New York,NY,New York County,10002,US,City of New York
75 DUPONT STREET,NA,BROOKLYN,40.735898,-73.956958,0.9,range_interpolation,75,Dupont St,,,Brooklyn,NY,Kings County,11222,US,TIGER/Line® dataset from the US Census Bureau
75 DUPONT STREET,301,BROOKLYN,40.735898,-73.956958,0.9,range_interpolation,75,Dupont St,,,Brooklyn,NY,Kings County,11222,US,TIGER/Line® dataset from the US Census Bureau
75 MC GUINNESS BOULEVARD,301,BROOKLYN,40.725117,-73.948693,0.9,nearest_rooftop_match,77,McGuinness Blvd,,,Brooklyn,NY,Kings County,11222,US,City of New York
75 SOUTH    8 STREET,301,BROOKLYN,40.733466,-73.99861,0.9,range_interpolation,75,W 8th St,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
751 CROTONA PARK NORTH,206,BRONX,40.770846,-73.963915,0.9,range_interpolation,751,Park Ave,,,New York,NY,New York County,10021,US,TIGER/Line® dataset from the US Census Bureau
754 LAFAYETTE AVENUE,303,BROOKLYN,40.690996,-73.943516,0.9,range_interpolation,754,Lafayette Ave,,,Brooklyn,NY,Kings County,11221,US,TIGER/Line® dataset from the US Census Bureau
757 FLATBUSH AVENUE,314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
757 VAN NEST AVENUE,211,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
759 CLEVELAND STREET,305,BROOKLYN,40.665823,-73.881802,0.85,rooftop,759,Cleveland St,,,Brooklyn,NY,Kings County,11208,US,City of New York
76 BOWERY,102,MANHATTAN,40.716818,-73.995935,1,rooftop,76,Bowery,,,New York,NY,New York County,10013,US,City of New York
76 CONGRESS STREET,306,BROOKLYN,40.68966,-73.999722,0.9,range_interpolation,76,Congress St,,,Brooklyn,NY,Kings County,11201,US,TIGER/Line® dataset from the US Census Bureau
76 CONGRESS STREET,306,BROOKLYN,40.68966,-73.999722,0.9,range_interpolation,76,Congress St,,,Brooklyn,NY,Kings County,11201,US,TIGER/Line® dataset from the US Census Bureau
76 LINDEN BOULEVARD,314,BROOKLYN,40.65216,-73.956819,0.9,range_interpolation,76,Linden Blvd,,,Brooklyn,NY,Kings County,11226,US,TIGER/Line® dataset from the US Census Bureau
76 NORTH    8 STREET,301,BROOKLYN,40.739505,-74.002476,0.8,rooftop,76,8th Ave,,,New York,NY,New York County,10011,US,City of New York
76 WEST  105 STREET,107,MANHATTAN,40.798169,-73.962619,1,range_interpolation,76,W 105th St,,,New York,NY,New York County,10025,US,TIGER/Line® dataset from the US Census Bureau
76 WEST  170 STREET,204,BRONX,40.841841,-73.938093,0.7,street_center,,W 170th St,,,New York,NY,New York County,10032,US,TIGER/Line® dataset from the US Census Bureau
76 WEST  170 STREET,204,BRONX,40.841841,-73.938093,0.7,street_center,,W 170th St,,,New York,NY,New York County,10032,US,TIGER/Line® dataset from the US Census Bureau
760 MADISON AVENUE,108,MANHATTAN,40.767692,-73.968649,1,range_interpolation,760,Madison Ave,,,New York,NY,New York County,10065,US,TIGER/Line® dataset from the US Census Bureau
760 MADISON AVENUE,108,MANHATTAN,40.767692,-73.968649,1,range_interpolation,760,Madison Ave,,,New York,NY,New York County,10065,US,TIGER/Line® dataset from the US Census Bureau
760 MADISON AVENUE,108,MANHATTAN,40.767692,-73.968649,1,range_interpolation,760,Madison Ave,,,New York,NY,New York County,10065,US,TIGER/Line® dataset from the US Census Bureau
760 MADISON AVENUE,108,MANHATTAN,40.767692,-73.968649,1,range_interpolation,760,Madison Ave,,,New York,NY,New York County,10065,US,TIGER/Line® dataset from the US Census Bureau
7608 4 AVENUE,310,BROOKLYN,40.732402,-73.990289,0.7,street_center,,4th Ave,,,New York,NY,New York County,10003,US,TIGER/Line® dataset from the US Census Bureau
762 MACON STREET,303,BROOKLYN,40.684302,-73.920923,0.9,range_interpolation,762,Macon St,,,Brooklyn,NY,Kings County,11233,US,TIGER/Line® dataset from the US Census Bureau
764 MACON STREET,303,BROOKLYN,40.684532,-73.921412,0.9,range_interpolation,764,Macon St,,,Brooklyn,NY,Kings County,11233,US,TIGER/Line® dataset from the US Census Bureau
766 DEAN STREET,308,BROOKLYN,40.715754,-74.006856,0.7,street_center,,Duane St,,,New York,NY,New York County,10007,US,TIGER/Line® dataset from the US Census Bureau
766 DECATUR STREET,316,BROOKLYN,40.68374,-73.912496,0.9,rooftop,766,Decatur St,,,Brooklyn,NY,Kings County,11233,US,City of New York
767 EAST  133 STREET,201,BRONX,40.820298,-73.959094,0.9,range_interpolation,767,W 133rd St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
767 EAST  232 STREET,212,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
77 COMMERCIAL STREET,301,BROOKLYN,40.737301,-73.956902,0.9,range_interpolation,77,Commercial St,,,Brooklyn,NY,Kings County,11222,US,TIGER/Line® dataset from the US Census Bureau
77 COMMERCIAL STREET,301,BROOKLYN,40.737301,-73.956902,0.9,range_interpolation,77,Commercial St,,,Brooklyn,NY,Kings County,11222,US,TIGER/Line® dataset from the US Census Bureau
77 GATEWAY DRIVE,305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
77 WOODBINE STREET,NA,BROOKLYN,40.691113,-73.918567,0.9,range_interpolation,77,Woodbine St,,,Brooklyn,NY,Kings County,11221,US,TIGER/Line® dataset from the US Census Bureau
770 EAST 176 STREET,206,BRONX,40.846985,-73.9391,0.9,range_interpolation,770,W 176th St,,,New York,NY,New York County,10033,US,TIGER/Line® dataset from the US Census Bureau
770 EAST 182 STREET,206,BRONX,40.849733,-73.932371,0.6,street_center,,W 182nd St,,,New York,NY,New York County,10033,US,TIGER/Line® dataset from the US Census Bureau
771 EAST 32 STREET,317,BROOKLYN,40.745324,-73.981738,0.7,street_center,,E 32nd St,,,New York,NY,New York County,10016,US,TIGER/Line® dataset from the US Census Bureau
773 EAST  183 STREET,NA,BRONX,40.85221,-73.93736,0.9,range_interpolation,773,W 183rd St,,,New York,NY,New York County,10033,US,TIGER/Line® dataset from the US Census Bureau
775 REAR WEST  254 STREET,208,BRONX,40.90459677,-73.9116573,1,,Could not geocode address. No matches found.,,,,,,,,,
776 EAST GUN HILL ROAD,212,BRONX,40.876945,-73.864593,0.9,range_interpolation,776,E Gun Hill Rd,,,Bronx,NY,Bronx County,10467,US,TIGER/Line® dataset from the US Census Bureau
778 MYRTLE AVENUE,303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
779 BURKE AVENUE,212,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
779 BURKE AVENUE,212,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
78 HARMAN STREET,304,BROOKLYN,40.69543,-73.923451,0.9,nearest_rooftop_match,79,Harman St,,,Brooklyn,NY,Kings County,11221,US,City of New York
78 HARMAN STREET,304,BROOKLYN,40.69543,-73.923451,0.9,nearest_rooftop_match,79,Harman St,,,Brooklyn,NY,Kings County,11221,US,City of New York
