"job__","issued_date","expired_date","address","Borough","LOT","Bin","Block","c_b_no","LATITUDE","LONGITUDE","CENSUS_TRACT","geometry","name"
"X00880205-I1",2023-05-25 12:00:00,2024-02-08 12:00:00,"2519 SEDGWICK AVENUE","BRONX",156,2015163,3237,207,0,0,0,list(),NA
"X00797193-I1",2022-09-12 12:00:00,2023-09-12 04:00:00,"235 ROBINSON AVENUE","BRONX",76,2081550,5600,210,0,0,0,list(),NA
"B00508495-S1",2022-07-27 12:00:00,2022-11-02 12:00:00,"21 LEFFERTS PLACE","BROOKLYN",53,3398224,2014,302,0,0,0,list(),NA
"B00199276-I1",2019-08-06 12:00:00,2021-01-31 12:00:00,"353 BEDFORD AVENUE","BROOKLYN",8,3063440,2444,301,0,0,0,list(),NA
"B00374856-I1",2020-07-23 12:00:00,2021-07-23 04:00:00,"48 CHRISTOPHER AVENUE","BROOKLYN",24,3808806,3692,316,0,0,0,list(),NA
"S00138519-I1",2019-03-20 12:00:00,2019-12-22 12:00:00,"1390 RICHMOND TERRACE","STATEN ISLAND",6,5106586,158,501,0,0,0,list(),NA
"B00384922-I1",2020-08-17 12:00:00,2021-08-17 04:00:00,"420 GATES AVENUE","BROOKLYN",18,3329688,1813,303,0,0,0,list(),NA
"M00035010-I1",2018-04-16 12:00:00,2018-09-17 12:00:00,"501 3 AVENUE","MANHATTAN",59,1020137,914,106,0,0,0,list(),NA
"B00702138-I1",2022-03-21 12:00:00,2023-02-06 12:00:00,"1846 PARK PLACE","BROOKLYN",14,3823820,1468,316,0,0,0,list(),NA
"X00909219-I1",2023-07-25 12:00:00,2024-06-27 04:00:00,"2385 TIEBOUT AVENUE","BRONX",30,2013463,3147,205,0,0,0,list(),NA
"X00153122-I1",2019-04-16 12:00:00,2020-10-31 01:00:00,"3405 3 AVENUE","BRONX",50,2117399,2371,203,0,0,0,list(),NA
"B00418760-I1",2020-10-28 12:00:00,2021-10-14 04:00:00,"103 SCHENECTADY AVENUE","BROOKLYN",6,3035765,1348,308,0,0,0,list(),NA
"X00764236-I1",2022-06-29 12:00:00,2023-06-29 04:00:00,"1047 OGDEN AVENUE","BRONX",25,2812688,2525,204,0,0,0,list(),NA
"B00801640-I1",2022-12-20 12:00:00,2023-07-21 04:00:00,"951 BEDFORD AVENUE","BROOKLYN",9,3048938,1762,303,0,0,0,list(),NA
"S00649731-I1",2021-12-29 12:00:00,2022-12-29 05:00:00,"31 WAVE STREET","STATEN ISLAND",164,5013180,488,501,0,0,0,list(),NA
"M00469490-I1",2021-02-18 12:00:00,2022-02-18 05:00:00,"760 MADISON AVENUE","MANHATTAN",17,1041127,1380,108,0,0,0,list(),NA
"M00009797-I1",2018-01-08 12:00:00,2018-05-08 12:00:00,"26 NAGLE AVENUE","MANHATTAN",72,1804634,2172,112,0,0,0,list(),NA
"B00385149-I1",2020-09-10 12:00:00,2021-09-10 04:00:00,"38 STRATFORD ROAD","BROOKLYN",22,3116312,5071,314,0,0,0,list(),NA
"S00145572-I1",2019-04-01 12:00:00,2020-10-31 01:00:00,"37 PORT RICHMOND AVENUE","STATEN ISLAND",4,5023690,1003,501,0,0,0,list(),NA
"Q00967831-I1",2023-12-06 12:00:00,2024-12-06 05:00:00,"110-12 101 AVENUE","QUEENS",5,4607302,9428,NA,0,0,0,list(),NA
"Q00826902-I1",2023-02-24 12:00:00,2024-02-24 05:00:00,"150-19 GUY R BREWER BOULEVARD","QUEENS",50,4286182,13413,413,0,0,0,list(),NA
"X08047634-I1",2022-12-07 12:00:00,2023-12-07 05:00:00,"1100 LEGGETT AVENUE","BRONX",125,2004160,2606,202,0,0,0,list(),NA
"S00411861-I1",2020-10-19 12:00:00,2021-03-31 12:00:00,"263 PORT RICHMOND AVENUE","STATEN ISLAND",4,5024251,1036,501,0,0,0,list(),NA
"B00551116-I1",2021-07-02 12:00:00,2021-11-06 12:00:00,"80 WYTHE AVENUE","BROOKLYN",24,3335591,2288,301,0,0,0,list(),NA
"X00201805-I1",2019-07-30 12:00:00,2019-09-01 12:00:00,"2779 UNIVERSITY AVENUE","BRONX",104,2015335,3249,208,0,0,0,list(),NA
"X00680392-I1",2022-03-04 12:00:00,2023-03-04 05:00:00,"1824 ANTHONY AVENUE","BRONX",16,2009372,2892,205,0,0,0,list(),NA
"B00746539-I1",2023-05-31 12:00:00,2024-05-31 04:00:00,"402 MOTHER GASTON BOULEVARD","BROOKLYN",27,3428912,3525,316,0,0,0,list(),NA
"B00020904-I1",2018-03-16 12:00:00,2019-03-16 12:00:00,"31 RICHARD STREET","BROOKLYN",60,3399034,505,306,0,0,0,list(),NA
"X00732768-I1",2022-05-09 12:00:00,2023-01-06 05:00:00,"656 EAST FORDHAM ROAD","BRONX",20,2012571,3091,206,0,0,0,list(),NA
"B00736806-I1",2022-05-17 12:00:00,2023-05-17 04:00:00,"591 EAST   31 STREET","BROOKLYN",10,3428899,4995,317,0,0,0,list(),NA
"Q00721094-I1",2022-04-27 12:00:00,2023-04-27 04:00:00,"88-11 179 PLACE","QUEENS",28,4212333,9915,412,0,0,0,list(),NA
"Q00178839-I1",2019-06-17 12:00:00,2020-12-31 12:00:00,"100-15 NORTHERN BOULEVARD","QUEENS",37,4618779,1695,403,0,0,0,list(),NA
"B00335089-I1",2020-03-24 12:00:00,2021-03-24 04:00:00,"330 ATLANTIC AVENUE","BROOKLYN",20,3832867,182,302,0,0,0,list(),NA
"B00382866-I1",2020-08-12 12:00:00,2020-10-21 12:00:00,"1355 55 STREET","BROOKLYN",50,3397093,5677,312,0,0,0,list(),NA
"B00418057-I1",2021-05-11 12:00:00,2022-05-11 04:00:00,"470 KENT AVENUE","BROOKLYN",1,3251678,2134,301,0,0,0,list(),NA
"Q00875249-I1",2023-06-28 12:00:00,2024-06-28 04:00:00,"85-18 57 AVENUE","QUEENS",103,4607372,2882,404,0,0,0,list(),NA
"B00555678-I1",2021-07-12 12:00:00,2022-07-12 04:00:00,"483 CLINTON AVENUE","BROOKLYN",5,3056604,1977,302,0,0,0,list(),NA
"B00171922-I1",2019-06-05 12:00:00,2020-06-05 04:00:00,"270 NOSTRAND AVENUE","BROOKLYN",55,3259375,1778,303,0,0,0,list(),NA
"B00405821-I1",2020-11-30 12:00:00,2021-02-04 12:00:00,"1255 DECATUR STREET","BROOKLYN",50,3326352,3430,304,0,0,0,list(),NA
"Q00263000-I1",2019-11-13 12:00:00,2020-11-13 05:00:00,"90-20 QUEENS BOULEVARD","QUEENS",74,4457337,2857,404,0,0,0,list(),NA
"B00805739-I1",2023-02-02 12:00:00,2024-01-25 12:00:00,"1847 PITKINS AVENUE","BROOKLYN",134,3856204,3709,316,0,0,0,list(),NA
"B08046790-I1",2022-12-06 12:00:00,2023-12-06 05:00:00,"213 14 STREET","BROOKLYN",61,3429072,1034,306,0,0,0,list(),NA
"B00787929-I1",2022-12-06 12:00:00,2023-08-22 04:00:00,"651 LIBERTY AVENUE","BROOKLYN",37,3088346,3967,305,0,0,0,list(),NA
"B00369454-I1",2020-07-16 12:00:00,2021-07-16 04:00:00,"5012 20 AVENUE","BROOKLYN",43,3428672,5462,312,0,0,0,list(),NA
"X00856278-I1",2023-04-13 12:00:00,2024-04-13 04:00:00,"361 EAST 194 STREET","BRONX",63,2016490,3282,207,0,0,0,list(),NA
"M00525024-I1",2021-06-09 12:00:00,2022-04-01 12:00:00,"4650 BROADWAY","MANHATTAN",1,1064218,2175,112,0,0,0,list(),NA
"B00685211-S8",2024-01-08 12:00:00,2024-11-01 12:00:00,"223 LINDEN STREET","BROOKLYN",60,3429314,3325,304,0,0,0,list(),NA
"M00135434-I1",2019-02-28 12:00:00,2020-02-28 12:00:00,"1845 BROADWAY","MANHATTAN",20,1027190,1113,107,0,0,0,list(),NA
"Q00649783-I1",2021-12-17 12:00:00,2022-12-17 05:00:00,"57-14 A GRANGER STREET","QUEENS",41,4619477,1950,404,0,0,0,list(),NA
"Q00978519-I1",2023-12-19 12:00:00,2024-05-26 12:00:00,"40-21 27 STREET","QUEENS",16,4623193,405,401,0,0,0,list(),NA
"B00436799-I1",2020-12-07 12:00:00,2021-03-08 12:00:00,"2241 CHURCH AVENUE","BROOKLYN",64,3116879,5089,314,0,0,0,list(),NA
"Q00567410-I1",2021-08-04 12:00:00,2022-02-01 05:00:00,"106-06 ASTORIA BOULEVARD","QUEENS",2,4041883,1693,403,0,0,0,list(),NA
"B00362268-I1",2020-08-10 12:00:00,2021-02-04 12:00:00,"857 LAFAYETTE AVENUE","BROOKLYN",62,3043368,1605,303,0,0,0,list(),NA
"X00439269-I1",2020-12-14 12:00:00,2021-11-06 12:00:00,"458 CYRUS PLACE","BRONX",14,2803727,3041,206,0,0,0,list(),NA
"M00148093-I1",2019-04-11 12:00:00,2020-10-31 01:00:00,"356 EAST 78 STREET","MANHATTAN",30,1080482,1452,108,0,0,0,list(),NA
"B00576166-I1",2021-08-13 12:00:00,2021-12-31 05:00:00,"164 26 STREET","BROOKLYN",22,3009638,657,307,0,0,0,list(),NA
"B00147387-I1",2019-04-02 12:00:00,2020-10-31 01:00:00,"910 BERGEN STREET","BROOKLYN",33,3028299,1149,308,0,0,0,list(),NA
"M00290849-I1",2020-01-09 12:00:00,2021-01-09 05:00:00,"465 WEST 163 STREET","MANHATTAN",104,1807834,2110,112,0,0,0,list(),NA
"Q00397987-I1",2020-09-14 12:00:00,2021-09-14 04:00:00,"23-15 44 ROAD","QUEENS",1,4619459,436,402,0,0,0,list(),NA
"B00316593-I1",2020-02-25 12:00:00,2020-09-12 04:00:00,"221 26 STREET","BROOKLYN",54,3801523,655,307,0,0,0,list(),NA
"B00493315-I1",2021-04-28 12:00:00,2022-04-28 04:00:00,"332 ELDERT STREET","BROOKLYN",24,3079126,3419,304,0,0,0,list(),NA
"X00081300-I1",2018-09-24 12:00:00,2019-09-24 12:00:00,"702 BEACH AVENUE","BRONX",6,2022152,3598,209,0,0,0,list(),NA
"Q00315930-I1",2020-02-19 12:00:00,2021-01-31 12:00:00,"27-10 37 AVENUE","QUEENS",14,4004477,369,401,0,0,0,list(),NA
"B00932189-I1",2023-09-12 12:00:00,2024-07-01 04:00:00,"3012 FARRAGUT ROAD","BROOKLYN",41,3336202,5005,NA,0,0,0,list(),NA
"M00121023-I1",2019-01-22 12:00:00,2020-01-22 05:00:00,"333 EAST 82 STREET","MANHATTAN",15,1049881,1545,108,0,0,0,list(),NA
"B00730811-I1",2022-05-04 12:00:00,2023-04-03 04:00:00,"17 DODWORTH STREET","BROOKLYN",37,3073436,3229,304,0,0,0,list(),NA
"M00630591-I1",2021-11-16 12:00:00,2022-11-16 05:00:00,"14 5 AVENUE","MANHATTAN",41,1009430,572,102,0,0,0,list(),NA
"Q00806841-I1",2023-01-05 12:00:00,2024-01-05 05:00:00,"87-57 150 STREET","QUEENS",8,4624141,9697,412,0,0,0,list(),NA
"Q00847494-I1",2023-03-28 12:00:00,2024-03-28 04:00:00,"132-55 41 ROAD","QUEENS",38,4114189,5039,407,0,0,0,list(),NA
"M00014308-I1",2018-02-09 12:00:00,2018-03-28 12:00:00,"500 WEST 25 STREET","MANHATTAN",38,1012373,696,104,0,0,0,list(),NA
"Q08003378-I1",2023-02-23 12:00:00,2023-09-25 04:00:00,"23-17 41 AVENUE","QUEENS",1,4004930,408,401,0,0,0,list(),NA
"M00206437-I1",2019-08-07 12:00:00,2020-02-26 12:00:00,"113 EAST 55 STREET","MANHATTAN",7,1036506,1310,105,0,0,0,list(),NA
"B00737354-I1",2022-05-19 12:00:00,2023-01-13 05:00:00,"1367 EASTERN PARKWAY","BROOKLYN",51,3037440,1393,308,0,0,0,list(),NA
"X00189053-I1",2019-07-25 12:00:00,2021-01-31 12:00:00,"1999 ANTHONY AVENUE","BRONX",26,2115646,2812,205,0,0,0,list(),NA
"S00012355-I1",2018-02-05 12:00:00,2018-09-26 12:00:00,"205 SAND LANE","STATEN ISLAND",42,5095388,3110,502,0,0,0,list(),NA
"M00246236-I1",2020-03-20 12:00:00,2021-02-26 05:00:00,"7 WEST 29 STREET","MANHATTAN",30,1090489,831,105,0,0,0,list(),NA
"Q00929002-I1",2023-09-07 12:00:00,2024-07-14 04:00:00,"138-12 101 AVENUE","QUEENS",5,4624621,10018,301,0,0,0,list(),NA
"Q08053469-I1",2022-12-22 12:00:00,2023-12-22 05:00:00,"26-28 18 STREET","QUEENS",53,4020581,901,401,0,0,0,list(),NA
"B00283783-I1",2019-12-30 12:00:00,2020-12-30 05:00:00,"385 CLASSON AVENUE","BROOKLYN",7,3809050,1953,303,0,0,0,list(),NA
"B00539009-I1",2021-07-16 12:00:00,2022-07-16 04:00:00,"104 DEKALB AVENUE","BROOKLYN",29,3058605,2095,302,0,0,0,list(),NA
"B00511545-I1",2024-01-10 12:00:00,2024-06-10 12:00:00,"620 EAST   32 STREET","BROOKLYN",50,3114008,5006,317,0,0,0,list(),NA
"B00820609-I1",2023-01-31 12:00:00,2024-01-31 05:00:00,"31 BRIGHTON   11 STREET","BROOKLYN",11,3245449,8711,313,0,0,0,list(),NA
"Q08049436-I1",2022-12-08 12:00:00,2023-12-08 05:00:00,"31-27 CRESCENT STREET","QUEENS",40,4623971,579,401,0,0,0,list(),NA
"M00714215-I1",2022-04-07 12:00:00,2023-04-07 04:00:00,"172 WEST  225 STREET","MANHATTAN",64,1064527,2215,208,0,0,0,list(),NA
"X00655846-I1",2022-01-03 12:00:00,2023-01-03 05:00:00,"3991 SAXON AVENUE","BRONX",152,2015456,3252,208,0,0,0,list(),NA
"B00926167-I1",2023-08-30 12:00:00,2024-08-30 04:00:00,"292 GATES AVENUE","BROOKLYN",21,3429341,1986,303,0,0,0,list(),NA
"X00637984-I1",2021-12-04 12:00:00,2022-12-04 05:00:00,"1942 UNIVERSITY AVENUE","BRONX",111,2e+06,2868,NA,0,0,0,list(),NA
"S00219404-I1",2019-10-07 12:00:00,2020-09-30 01:00:00,"148 BEACH STREET","STATEN ISLAND",132,5013627,518,501,0,0,0,list(),NA
"M00121053-I1",2019-01-22 12:00:00,2020-01-22 05:00:00,"337 EAST 82 STREET","MANHATTAN",116,1049911,1545,108,0,0,0,list(),NA
"M00355047-I1",2020-09-22 12:00:00,2021-05-01 04:00:00,"2335 2 AVENUE","MANHATTAN",27,1054562,1784,111,0,0,0,list(),NA
"B00025500-I1",2018-03-22 12:00:00,2018-07-11 12:00:00,"6 HAVEMEYER STREET","BROOKLYN",22,3061847,2314,301,0,0,0,list(),NA
"B00355610-I1",2020-06-09 12:00:00,2021-06-09 04:00:00,"1892 BROADWAY","BROOKLYN",25,3041770,1535,316,0,0,0,list(),NA
"X00936877-I1",2023-11-06 12:00:00,2024-02-04 12:00:00,"1325 MORRIS AVENUE","BRONX",60,2007799,2816,308,0,0,0,list(),NA
"X00890864-I1",2023-07-13 12:00:00,2023-09-25 12:00:00,"2017 GRAND CONCOURSE","BRONX",90,2007695,2808,205,0,0,0,list(),NA
"B00305531-I1",2020-01-29 12:00:00,2021-01-29 05:00:00,"256 WINTHROP STREET","BROOKLYN",27,3115884,5050,309,0,0,0,list(),NA
"B00874421-I1",2023-05-16 12:00:00,2024-05-16 04:00:00,"738 5 AVENUE","BROOKLYN",40,3428999,649,307,0,0,0,list(),NA
"B00001105-I1",2017-10-26 12:00:00,2018-03-30 12:00:00,"287 MAPLE STREET","BROOKLYN",51,3114828,5030,309,0,0,0,list(),NA
"X00824344-I1",2023-02-09 12:00:00,2024-02-09 05:00:00,"2175 DAVIDSON AVENUE","BRONX",32,2130655,3195,205,0,0,0,list(),NA
"Q00302031-I1",2020-01-24 12:00:00,2020-07-06 04:00:00,"147-07 94 AVENUE","QUEENS",25,4448835,9998,412,0,0,0,list(),NA
"M00139496-I1",2020-06-30 12:00:00,2021-06-30 04:00:00,"120 LEXINGTON AVENUE","MANHATTAN",17,1082101,884,105,0,0,0,list(),NA
"M00355045-I1",2020-09-11 12:00:00,2021-05-01 04:00:00,"2331 2 AVENUE","MANHATTAN",25,1054560,1784,111,0,0,0,list(),NA
"B00561589-I1",2021-08-19 12:00:00,2022-08-19 04:00:00,"1010 BUSHWICK AVENUE","BROOKLYN",28,3428716,3321,304,0,0,0,list(),NA
"X00882844-I1",2023-06-05 12:00:00,2024-02-08 12:00:00,"1968 CROTONA AVENUE","BRONX",3,2012612,3092,206,0,0,0,list(),NA
"B00488389-I1",2021-03-18 12:00:00,2021-11-03 12:00:00,"250 WATER STREET","BROOKLYN",16,3855901,42,302,0,0,0,list(),NA
"B00878367-I1",2023-05-25 12:00:00,2024-02-04 12:00:00,"119 RYERSON STREET","BROOKLYN",6,3054533,1892,302,0,0,0,list(),NA
"B00109053-I1",2018-12-12 12:00:00,2019-12-12 12:00:00,"1274 NEW YORK AVENUE","BROOKLYN",32,3111373,4949,317,0,0,0,list(),NA
"B00002556-I1",2017-11-15 12:00:00,2018-09-17 12:00:00,"579 3 AVENUE","BROOKLYN",6,3023838,1046,307,0,0,0,list(),NA
"B00091625-I1",2018-10-25 12:00:00,2019-09-01 12:00:00,"96 16 STREET","BROOKLYN",28,3024076,1051,307,0,0,0,list(),NA
"Q00522878-I1",2021-05-18 12:00:00,2022-04-26 04:00:00,"23-42 31 DRIVE","QUEENS",41,4006590,567,401,0,0,0,list(),NA
"X00432722-I1",2020-11-27 12:00:00,2021-11-27 05:00:00,"872 EAST 180 STREET","BRONX",51,2099964,3123,206,0,0,0,list(),NA
"X00324180-I1",2021-06-10 12:00:00,2022-06-10 04:00:00,"968 ROGERS PLACE","BRONX",19,2005379,2699,202,0,0,0,list(),NA
"X00650401-I1",2021-12-23 12:00:00,2022-12-23 05:00:00,"1017 EAST GUN HILL ROAD","BRONX",33,2097394,4693,212,0,0,0,list(),NA
"X00850870-I1",2023-04-05 12:00:00,2024-04-05 04:00:00,"2754 CRESTON AVENUE","BRONX",29,2017447,3315,207,0,0,0,list(),NA
"B00049705-I1",2019-01-04 12:00:00,2019-12-16 12:00:00,"171 DEVOE STREET","BROOKLYN",36,3068910,2765,301,0,0,0,list(),NA
"M00732752-I1",2022-05-12 12:00:00,2023-05-12 04:00:00,"172 EAST  122 STREET","MANHATTAN",45,1091571,1770,111,0,0,0,list(),NA
"X00763135-I1",2022-06-23 12:00:00,2023-06-23 04:00:00,"3841 FIELDSTON ROAD","BRONX",992,2830802,5781,208,0,0,0,list(),NA
"B00571537-I1",2021-08-06 12:00:00,2021-12-05 12:00:00,"206 NORTH    8 STREET","BROOKLYN",7,3061966,2321,301,0,0,0,list(),NA
"Q00840214-I1",2023-03-09 12:00:00,2024-03-09 05:00:00,"89-16 168 STREET","QUEENS",48,4209634,9798,412,0,0,0,list(),NA
"B00558652-I1",2021-07-26 12:00:00,2022-03-31 04:00:00,"1108 SURF AVENUE","BROOKLYN",48,3245152,8696,313,0,0,0,list(),NA
"B00508495-I1",2021-04-22 12:00:00,2022-04-22 04:00:00,"21 LEFFERTS PLACE","BROOKLYN",53,3398224,2014,302,0,0,0,list(),NA
"M00969943-I1",2023-12-07 12:00:00,2024-01-01 05:00:00,"330 EAST   64 STREET","MANHATTAN",10,1088809,1438,NA,0,0,0,list(),NA
"B00182362-I1",2019-06-24 12:00:00,2020-12-31 12:00:00,"336 QUINCY STREET","BROOKLYN",49,3414294,1808,303,0,0,0,list(),NA
"M00230033-I1",2019-09-20 12:00:00,2020-09-20 04:00:00,"846 7 AVENUE","MANHATTAN",31,1024853,1026,105,0,0,0,list(),NA
"M00922419-I1",2023-08-24 12:00:00,2024-04-01 04:00:00,"48 EAST   80 STREET","MANHATTAN",48,1091750,1491,108,0,0,0,list(),NA
"B08005460-I1",2023-08-11 12:00:00,2024-07-13 04:00:00,"762 MACON STREET","BROOKLYN",7,3429194,1497,303,0,0,0,list(),NA
"B00892241-I1",2023-06-21 12:00:00,2024-06-21 04:00:00,"185 COLUMBIA STREET","BROOKLYN",2,3003560,319,306,0,0,0,list(),NA
"X00256702-I1",2019-11-12 12:00:00,2020-10-31 01:00:00,"775 REAR WEST  254 STREET","BRONX",1,2129472,5947,208,0,0,0,list(),NA
"Q00027776-I1",2018-03-20 12:00:00,2018-08-08 12:00:00,"43-21 64 STREET","QUEENS",77,4614903,1341,402,0,0,0,list(),NA
"Q00894719-I1",2023-08-01 12:00:00,2024-07-13 04:00:00,"11-52 44 DRIVE","QUEENS",45,4619901,52,402,0,0,0,list(),NA
"X00900827-I1",2023-07-17 12:00:00,2024-02-04 12:00:00,"1036 PROSPECT AVENUE","BRONX",11,2005239,2691,202,0,0,0,list(),NA
"M00208718-I1",2019-08-13 12:00:00,2019-09-12 12:00:00,"353 2 AVENUE","MANHATTAN",30,1019619,901,106,0,0,0,list(),NA
"M00936960-I1",2023-10-26 12:00:00,2024-10-26 04:00:00,"68 WEST  119 STREET","MANHATTAN",162,1053229,1717,308,0,0,0,list(),NA
"B00915099-I1",2023-08-08 12:00:00,2024-08-08 04:00:00,"24 FROST STREET","BROOKLYN",15,3419810,2736,301,0,0,0,list(),NA
"Q08038779-I1",2022-11-12 12:00:00,2023-01-28 05:00:00,"2716 21 STREET","QUEENS",32,4436854,539,401,0,0,0,list(),NA
"Q00830529-I1",2023-02-24 12:00:00,2024-02-24 05:00:00,"173-07 LIBERTY AVENUE","QUEENS",36,4217730,10220,412,0,0,0,list(),NA
"Q00212104-I1",2019-08-21 12:00:00,2020-08-21 12:00:00,"45-25 DAVIS STREET","QUEENS",16,4823634,85,402,0,0,0,list(),NA
"X00354956-I1",2020-06-09 12:00:00,2021-06-09 04:00:00,"808 ELSMERE PLACE","BRONX",25,2010043,2955,206,0,0,0,list(),NA
"B00931855-I1",2023-09-13 12:00:00,2024-05-26 04:00:00,"66 SOUTH    6 STREET","BROOKLYN",11,3063655,2470,NA,0,0,0,list(),NA
"B00128340-I1",2019-02-12 12:00:00,2020-02-12 12:00:00,"1010 BUSHWICK AVENUE","BROOKLYN",28,3076036,3321,304,0,0,0,list(),NA
"X00700644-I1",2022-03-28 12:00:00,2023-03-28 04:00:00,"1340 PROSPECT AVENUE","BRONX",12,2130566,2970,203,0,0,0,list(),NA
"S00090272-I1",2018-10-22 12:00:00,2019-10-22 12:00:00,"375 SAND LANE","STATEN ISLAND",1,5817096,3122,502,0,0,0,list(),NA
"B00824075-I1",2023-02-09 12:00:00,2024-02-09 05:00:00,"436 ETNA STREET","BROOKLYN",34,3091956,4123,305,0,0,0,list(),NA
"Q00833885-I1",2023-03-21 12:00:00,2024-03-21 04:00:00,"44-01 NORTHERN BOULEVARD","QUEENS",1,4436927,704,401,0,0,0,list(),NA
"X00783431-I1",2023-03-07 12:00:00,2024-03-07 05:00:00,"1095 SOUTHERN BOULEVARD","BRONX",41,2129170,2727,202,0,0,0,list(),NA
"B00761482-I1",2022-06-23 12:00:00,2022-11-06 04:00:00,"368 LEONARD STREET","BROOKLYN",3,3068155,2738,301,0,0,0,list(),NA
"B00902366-I1",2023-07-12 12:00:00,2023-12-31 05:00:00,"99 FLEET PLACE","BROOKLYN",100,3429307,2061,302,0,0,0,list(),NA
"Q00007859-I1",2018-12-26 12:00:00,2019-12-26 12:00:00,"43-12 HUNTER STREET","QUEENS",16,4850122,434,402,0,0,0,list(),NA
"Q00479422-I1",2021-03-08 12:00:00,2022-03-08 05:00:00,"36-22 31 STREET","QUEENS",40,4007871,599,401,0,0,0,list(),NA
"M00968535-I1",2023-12-28 12:00:00,2024-05-30 12:00:00,"133 EAST   55 STREET","MANHATTAN",14,1091783,1310,NA,0,0,0,list(),NA
"X00388434-I1",2020-08-24 12:00:00,2021-08-24 04:00:00,"289 EAST 161 STREET","BRONX",54,2001945,2421,204,0,0,0,list(),NA
"M00148809-I1",2019-04-17 12:00:00,2020-10-31 01:00:00,"155 WEST 29 STREET","MANHATTAN",6,1091717,805,105,0,0,0,list(),NA
"X00477172-I1",2021-03-01 12:00:00,2021-11-20 12:00:00,"3827 CARPENTER AVENUE","BRONX",87,2057560,4653,212,0,0,0,list(),NA
"B08027658-I1",2023-01-25 12:00:00,2024-01-25 05:00:00,"315 SUMPTER STREET","BROOKLYN",58,3341346,1521,316,0,0,0,list(),NA
"X00171210-I1",2019-05-24 12:00:00,2019-12-11 12:00:00,"200 SOUND VIEW AVENUE","BRONX",5,2818945,3456,209,0,0,0,list(),NA
"Q00729357-I1",2022-05-03 12:00:00,2023-05-03 04:00:00,"147-02 76 ROAD","QUEENS",1,4144537,6686,408,0,0,0,list(),NA
"X00055834-I1",2019-06-28 12:00:00,2020-12-31 12:00:00,"849 CROTONA PARK NORTH","BRONX",15,2010095,2957,206,0,0,0,list(),NA
"B00730505-I1",2022-05-10 12:00:00,2023-05-10 04:00:00,"622 AVENUE H","BROOKLYN",8,3170461,6509,314,0,0,0,list(),NA
"X08042632-I1",2023-06-29 12:00:00,2024-06-29 04:00:00,"776 EAST GUN HILL ROAD","BRONX",50,2130472,4632,212,0,0,0,list(),NA
"Q00498570-I1",2021-04-06 12:00:00,2022-01-03 05:00:00,"8025 126 STREET","QUEENS",1,4206524,9657,409,0,0,0,list(),NA
"B00861665-I1",2023-04-21 12:00:00,2024-04-04 04:00:00,"27 MONTROSE AVENUE","BROOKLYN",42,3071059,3049,301,0,0,0,list(),NA
"Q00615919-I1",2022-10-26 12:00:00,2023-10-26 04:00:00,"132-49 41 AVENUE","QUEENS",191,4114167,5037,407,0,0,0,list(),NA
"B00835902-I1",2023-03-06 12:00:00,2024-03-06 05:00:00,"1118 FULTON STREET","BROOKLYN",36,3057715,2016,303,0,0,0,list(),NA
"S00854754-I1",2023-06-01 12:00:00,2024-02-04 12:00:00,"88 JEWETT AVENUE","STATEN ISLAND",44,5023849,1013,501,0,0,0,list(),NA
"M00795532-I1",2022-08-23 12:00:00,2023-08-23 04:00:00,"521 WEST  134 STREET","MANHATTAN",14,1091687,1988,109,0,0,0,list(),NA
"Q00701220-I1",2022-03-21 12:00:00,2023-03-21 04:00:00,"95-08 147 PLACE","QUEENS",10,4214503,10027,412,0,0,0,list(),NA
"Q00417032-I1",2020-10-30 12:00:00,2021-10-18 04:00:00,"25-36 JACKSON AVENUE","QUEENS",6,4000695,81,402,0,0,0,list(),NA
"X00410231-I1",2020-12-09 12:00:00,2021-12-09 05:00:00,"1323 BOSTON ROAD","BRONX",15,2009750,2934,203,0,0,0,list(),NA
"B00912752-I1",2023-08-07 12:00:00,2024-08-07 04:00:00,"293 14 STREET","BROOKLYN",58,3023480,1035,306,0,0,0,list(),NA
"Q00631460-I1",2022-09-07 12:00:00,2023-07-07 04:00:00,"21-27 30 DRIVE","QUEENS",3,4006317,550,401,0,0,0,list(),NA
"B00455033-I1",2021-03-23 12:00:00,2022-03-23 04:00:00,"469 PRESIDENT STREET","BROOKLYN",1,3007337,440,306,0,0,0,list(),NA
"B08003228-I1",2022-09-15 12:00:00,2023-09-15 04:00:00,"322 EAST   32 STREET","BROOKLYN",14,3111310,4948,317,0,0,0,list(),NA
"M00811511-I1",2023-03-08 12:00:00,2024-03-08 05:00:00,"150 EAST 91 STREET","MANHATTAN",50,1048273,1519,108,0,0,0,list(),NA
"B00687144-I1",2022-02-28 12:00:00,2023-02-28 05:00:00,"69 SOUTH    8 STREET","BROOKLYN",28,3856623,2130,301,0,0,0,list(),NA
"B00943294-I1",2023-11-08 12:00:00,2024-05-27 12:00:00,"177 GREENPOINT AVENUE","BROOKLYN",45,3322599,2559,NA,0,0,0,list(),NA
"B00844161-I1",2023-03-21 12:00:00,2024-03-21 04:00:00,"625 ROGERS AVENUE","BROOKLYN",2,3115869,5050,309,0,0,0,list(),NA
"X00656489-I1",2022-01-05 12:00:00,2022-10-14 04:00:00,"3829 CARPENTER AVENUE","BRONX",86,2057559,4653,212,0,0,0,list(),NA
